62	42	60
110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	
110	0	0	0	0	0	0	0	0	0	0	4	44	44	44	44	44	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	10	11	10	44	0	4	4	44	4	4	44	4	44	44	4	44	4	4	44	4	44	4	110	
110	0	45	0	0	0	0	0	0	2	0	4	4	4	34	34	4	4	4	0	2	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	44	10	11	10	44	0	4	44	4	44	44	44	44	44	4	44	4	44	44	4	44	4	44	110	
110	0	0	30	30	30	30	30	30	0	0	4	44	4	4	4	4	34	4	0	0	30	30	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	44	10	11	10	44	0	4	4	4	4	4	4	4	4	4	4	44	4	44	44	44	44	44	110	
110	0	0	30	30	30	30	30	30	0	0	4	44	4	4	4	4	34	4	0	0	30	44	4	4	4	4	4	30	0	0	30	30	30	30	30	30	0	44	10	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44	110	
110	0	0	4	44	4	44	4	4	0	0	4	44	4	4	4	4	34	4	0	0	30	44	4	4	44	4	4	30	0	0	4	4	4	44	44	4	0	44	10	11	10	0	0	44	44	44	44	44	44	44	44	44	44	44	44	44	44	0	0	44	110	
110	0	0	0	0	0	0	0	0	0	0	4	4	4	34	34	4	4	4	0	0	30	44	4	30	30	4	44	30	0	0	0	0	0	0	0	0	0	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	4	44	4	4	4	4	34	4	0	0	30	0	0	30	30	4	44	30	0	0	30	30	30	30	30	30	0	44	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	10	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	4	44	4	4	4	4	34	4	0	0	0	0	0	30	30	4	44	30	0	0	30	30	30	30	30	30	0	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	0	44	110	
110	0	0	44	4	4	4	44	4	0	0	4	44	4	4	4	4	34	4	0	0	30	0	0	30	30	4	4	30	0	0	44	4	4	44	4	4	0	44	10	11	10	47	0	44	44	44	44	44	44	44	44	44	44	0	47	10	11	10	0	44	110	
110	0	0	0	0	0	0	0	0	0	0	4	4	4	34	34	4	4	4	0	0	30	44	4	4	4	44	4	30	0	0	0	0	0	0	0	0	0	44	10	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	4	44	44	44	44	44	44	4	0	0	30	44	4	44	4	4	4	30	0	0	30	30	30	30	30	30	0	44	10	11	10	44	0	30	30	30	30	30	30	30	30	30	30	30	0	10	11	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	4	4	4	4	4	4	4	4	0	0	30	30	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	44	10	11	10	44	0	30	37	30	0	0	0	0	0	30	37	30	0	10	11	10	0	44	110	
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	10	11	10	44	0	30	30	30	0	44	4	44	0	30	30	30	0	10	11	10	0	44	110	
110	0	0	44	44	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	4	0	0	0	0	0	44	10	11	10	44	0	30	0	0	0	0	0	0	0	0	0	30	0	10	11	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	10	10	10	10	10	10	10	10	0	0	30	30	0	0	0	46	4	44	4	4	4	4	0	0	30	30	0	44	10	11	10	44	0	30	0	0	0	7	0	17	0	0	0	30	0	10	11	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	10	10	12	12	12	12	10	10	46	0	30	36	0	16	6	0	4	44	44	44	44	4	0	0	30	30	0	44	10	11	10	44	0	30	0	0	0	5	0	27	0	0	0	30	0	10	11	10	0	44	110	
110	0	0	30	30	0	0	30	30	0	0	10	11	10	10	10	10	11	10	0	0	30	30	0	0	26	0	4	4	4	4	4	4	0	0	30	30	0	44	10	11	10	44	0	30	0	0	0	0	0	0	0	0	0	30	0	10	11	10	0	44	110	
110	0	0	30	30	0	0	30	30	0	0	10	11	10	4	4	10	11	10	0	0	30	36	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	44	10	11	10	44	0	30	30	30	0	44	4	44	0	30	30	30	0	10	11	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	10	11	10	4	4	10	11	10	46	0	30	30	36	30	36	30	30	30	30	30	30	30	0	0	30	30	0	44	10	11	10	44	0	30	37	30	0	0	0	0	0	30	37	30	0	10	11	10	0	44	110	
110	0	0	30	30	30	30	30	30	0	0	10	11	10	4	4	10	11	10	0	0	30	30	30	30	30	30	30	30	30	30	30	30	0	0	30	30	0	44	10	11	10	44	0	30	30	30	30	30	30	30	30	30	30	30	0	10	11	10	0	44	110	
110	0	45	0	0	0	0	0	0	2	0	10	11	10	44	4	10	11	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	10	0	0	110	
110	0	0	0	0	0	0	0	0	0	0	10	11	10	4	44	10	11	10	46	0	4	44	4	0	46	0	0	46	0	0	0	0	0	4	4	4	0	0	10	11	10	47	0	44	44	44	44	44	44	44	44	44	44	0	47	10	11	10	0	0	110	
110	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	110	
110	12	12	12	12	12	12	12	12	12	12	10	10	10	12	12	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	10	10	10	12	12	110	
110	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	110	
