52	42	10
110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	
110	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	0	39	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	110	
110	30	30	30	30	30	30	0	0	0	35	35	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	42	42	0	0	39	30	30	42	42	30	30	30	30	30	30	30	30	30	30	30	30	30	30	110	
110	30	30	30	30	30	30	0	31	31	0	35	30	30	30	30	30	30	30	30	30	30	0	9	19	29	0	42	42	42	42	0	0	0	42	42	42	42	30	30	30	35	30	30	30	30	30	30	30	30	30	110	
110	30	30	35	35	30	30	30	0	31	0	0	30	30	30	35	30	30	30	30	30	30	0	0	0	0	0	0	42	42	42	42	42	42	42	42	42	42	0	30	30	30	30	30	30	30	30	30	30	30	30	110	
110	30	30	35	30	30	30	30	0	0	0	30	30	30	30	30	30	30	30	30	30	30	0	0	30	30	0	0	42	42	42	42	42	42	42	42	42	0	0	30	30	30	30	30	0	0	30	30	30	30	30	110	
110	30	30	30	30	30	30	30	30	0	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	30	0	0	0	42	42	42	42	42	42	42	0	0	30	30	30	30	30	0	0	0	0	0	0	30	30	110	
110	30	35	30	30	30	0	0	0	0	30	30	30	30	30	30	30	30	0	0	30	30	30	0	0	0	0	5	0	0	0	42	42	42	42	30	30	0	30	30	30	30	30	0	0	0	30	30	0	30	30	110	
110	30	30	30	30	30	0	0	30	0	0	30	30	0	0	0	0	0	0	30	30	30	30	0	0	0	0	0	0	0	0	42	42	30	30	30	30	0	0	30	30	30	30	30	0	0	38	30	0	0	30	110	
110	30	30	30	30	30	30	0	30	30	0	0	0	0	30	30	30	30	30	30	30	30	30	30	0	0	0	30	0	42	42	42	30	30	30	30	30	30	0	30	30	30	0	0	0	0	0	0	0	0	30	110	
110	30	30	30	30	35	35	0	0	0	0	30	30	0	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	42	30	30	30	30	30	30	30	0	0	30	30	0	0	30	38	0	8	0	0	0	30	110	
110	4	30	30	35	35	30	0	0	0	30	30	30	0	30	30	30	30	35	35	35	30	0	30	30	30	30	30	42	42	30	30	30	30	30	30	30	0	30	30	30	0	0	30	30	0	18	0	0	30	30	110	
110	44	4	30	30	30	30	30	0	30	30	30	30	0	30	30	30	30	30	35	0	0	0	30	30	30	30	42	42	30	30	30	30	30	30	0	0	0	0	0	0	0	0	0	30	0	28	0	30	30	30	110	
110	4	44	30	30	30	30	30	30	30	30	30	30	0	0	30	30	30	30	0	0	0	0	30	30	30	30	42	30	30	30	30	30	30	30	0	30	30	30	30	0	0	0	0	0	0	0	0	30	30	30	110	
110	44	44	4	30	30	30	30	30	30	30	30	30	30	0	0	0	30	30	30	0	30	30	30	30	42	42	42	30	30	35	30	30	30	30	0	30	30	30	30	30	30	30	0	0	0	30	30	30	30	30	110	
110	44	4	44	30	30	30	30	30	30	30	30	30	30	30	30	0	30	30	30	30	30	30	30	30	42	30	30	30	30	35	35	30	30	30	0	30	30	30	30	30	30	30	30	0	30	30	30	30	30	30	110	
110	42	4	44	30	30	30	30	35	30	30	30	30	30	30	30	0	30	30	30	30	30	30	30	42	42	30	30	30	30	35	30	30	30	0	0	30	30	30	35	35	30	30	30	0	0	30	30	30	35	30	110	
110	42	44	4	30	30	30	30	30	30	30	30	30	30	30	0	0	30	30	30	30	35	30	42	42	30	30	30	30	30	30	30	30	30	0	30	30	30	30	30	30	30	30	30	30	0	30	30	35	35	30	110	
110	42	44	4	44	30	30	30	30	30	30	30	30	30	30	0	30	30	30	30	30	30	30	42	30	30	30	30	30	30	30	30	30	30	0	30	30	30	30	30	30	30	30	30	30	0	30	30	30	30	30	110	
110	42	42	4	44	30	30	30	30	0	0	0	30	30	30	0	0	0	0	30	30	30	30	42	30	30	35	30	30	30	31	30	31	30	0	30	31	30	31	30	30	30	30	30	30	0	30	30	30	30	30	110	
110	42	42	4	4	4	30	30	30	0	30	0	0	0	0	0	30	30	0	30	30	30	42	42	30	30	30	30	30	31	31	31	31	0	0	31	31	31	31	31	30	30	30	0	0	0	30	30	30	30	30	110	
110	42	42	42	4	4	30	30	30	0	30	30	30	0	30	30	30	0	0	0	30	30	42	30	30	30	30	30	30	30	0	31	31	31	0	0	31	31	31	30	30	30	0	0	30	30	30	30	30	30	30	110	
110	42	42	42	4	4	45	0	0	0	30	30	30	0	30	30	30	0	30	0	30	0	42	0	30	30	0	0	0	0	0	0	5	0	1	0	5	0	0	0	0	0	0	30	30	30	30	30	30	30	4	110	
110	42	42	44	4	4	30	30	30	30	30	30	30	0	30	30	5	0	0	0	0	0	45	0	0	0	0	30	30	30	31	31	0	0	0	0	31	31	0	30	30	30	30	30	30	30	30	30	30	4	44	110	
110	44	44	4	44	30	30	30	30	30	30	30	0	0	30	30	30	0	30	0	30	0	42	0	30	30	30	30	30	31	31	31	0	0	0	31	31	31	0	0	30	30	30	30	30	30	30	30	4	44	44	110	
110	44	4	4	30	30	30	30	30	30	30	30	0	30	30	30	30	31	31	31	30	30	42	30	30	30	30	30	30	30	0	30	0	30	0	30	0	30	0	30	30	30	30	30	30	30	30	30	4	44	4	110	
110	4	30	30	30	30	30	30	30	30	0	0	0	30	30	30	30	30	30	30	30	42	42	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	30	30	4	44	44	4	110	
110	30	30	30	30	30	30	30	30	30	0	30	30	30	35	30	30	30	30	30	30	42	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	4	4	44	4	44	110	
110	30	30	30	30	30	30	30	30	30	0	30	30	30	30	30	30	30	30	30	30	42	30	30	30	30	0	0	30	30	0	0	30	30	0	0	30	30	0	0	30	30	0	0	30	30	4	44	4	44	44	110	
